id,centrality,word,degree
543,0.0013006269021668443,alte,50
544,0.006789272429310928,johannes,261
545,0.002575241266290352,gleichzeitig,99
546,0.002367140961943657,ihnen,91
547,0.014671071456442005,du,564
548,0.01480113414665869,nördlich,569
549,0.004812319538017324,obwohl,185
550,0.02148635642379627,on,826
551,0.0017168275108602345,sehen,66
552,0.008714200244517857,dorf,335
553,0.008584137554301173,träger,330
554,0.00811591186952111,ausbildung,312
555,0.012746143641235075,bauwerk,490
556,0.004396118929323934,kamen,169
557,0.0025232161902036783,bild,97
558,0.003459667559763806,häufig,133
559,0.0018989152771635928,west,73
560,0.0026792914184636993,tag,103
561,0.0036157427880238275,genutzt,139
562,0.0009884764456468019,entstanden,38
563,0.0031475171032437636,dadurch,121
564,0.0056707332934474415,muss,218
565,0.0036157427880238275,erreicht,139
566,0.005358582836927399,ehe,206
567,0.011263428972764873,erfolge,433
568,0.004214031163020576,schrieb,162
569,0.0042920687771505865,betrieb,165
570,0.002809354108680384,ganz,108
571,0.006529147048877559,museum,251
572,0.0037978305543271856,online,146
573,0.019041177847722603,mannschaft,732
574,0.004057955934760555,organisation,156
575,0.008792237858647868,pdf,338
576,0.008376037249954478,bevölkerung,322
577,0.00392789324454387,selben,151
578,0.0033035923315037847,richard,127
579,0.005384595374970736,joseph,207
580,0.0009104388315167911,grund,35
581,0.006373071820617538,otto,245
582,0.006295034206487527,carl,242
583,0.00743958588039435,leipzig,286
584,0.005124469994537367,möglich,197
585,0.008480087402127825,mutter,326
586,0.004916369690190672,preis,189
587,0.004656244309757303,weniger,179
588,0.003537705173893817,stammt,136
589,0.0056447207554041045,bezeichnung,217
590,0.007283510652134329,kunst,280
591,0.015009234451005384,et,577
592,0.00910438831516791,millionen,350
593,0.003979918320630544,französische,153
594,0.0022110657336836355,dr,85
595,0.005878833597794137,erwähnt,226
596,0.002393153499986994,buch,92
597,0.00468225684780064,liegen,180
598,0.005982883749967484,köln,230
599,0.003745805478240512,schriften,144
600,0.003979918320630544,veröffentlichte,153
601,0.0034076424836771324,bevor,131
602,0.0073615482662643394,gelang,283
603,0.0080378742553911,kehrte,309
604,0.004240043701063912,daraufhin,163
605,0.006373071820617538,wenig,245
606,0.0056447207554041045,bruder,217
607,0.013396457092318497,einwohnern,515
608,0.00785578648908774,team,302
609,0.0035116926358504798,nahe,135
610,0.004656244309757303,walter,179
611,0.004500169081497282,landes,173
612,0.004656244309757303,deutlich,179
613,0.002367140961943657,kommen,91
614,0.0038758681684571963,links,149
615,0.005176495070624041,alexander,199
616,0.002575241266290352,reich,99
617,0.008766225320604532,ernannt,337
618,0.00910438831516791,wolfgang,350
619,0.004604219233670629,hohen,177
620,0.011939754961891631,partei,459
621,0.005488645527144083,einmal,211
622,0.004135993548890565,stellt,159
623,0.01529537236948209,ortsteil,588
624,0.004188018624977239,gründung,161
625,0.0033816299456337954,größten,130
626,0.001404677054340192,teile,54
627,0.009052363239081236,city,348
628,0.001144551673906823,welches,44
629,0.005540670603230757,nachfolger,213
630,0.01011887729885805,world,389
631,0.010092864760814713,vereinigte,388
632,0.0027313164945503734,erfolg,105
633,0.006295034206487527,einzige,242
634,0.0023151158858569832,frühen,89
635,0.002263090809770309,ziel,87
636,0.003433655021720469,umfasst,132
637,0.00887027547277788,heiratete,341
638,0.0073875608043076765,amerikanische,284
639,0.008063886793434435,hermann,310
640,0.0025232161902036783,entwickelte,97
641,0.0016648024347735609,zuletzt,64
642,0.002575241266290352,ihres,99
643,0.0022370782717269725,trotz,86
644,0.004005930858673881,hälfte,154
645,0.0007283510652134329,damaligen,28
646,0.006607184663007569,künstler,254
647,0.002991441874983742,zusätzlich,115
648,0.007959836641261087,präsident,306
649,0.002081003043466951,diente,80
650,0.004057955934760555,max,156
651,0.006086933902140832,bildet,234
652,0.006190984054314179,main,238
653,0.0018468902010769191,recht,71
654,0.002783341570637047,tage,107
655,0.003069479489113753,mitglieder,118
656,0.00392789324454387,internationale,151
657,0.003719792940197175,früher,143
658,0.005774783445620789,lässt,222
659,0.005358582836927399,lediglich,206
660,0.0038498556304138593,laut,148
661,0.007803761413001067,gemeinden,300
662,0.001430689592383529,historische,55
663,0.0008584137554301173,verbindung,33
664,0.002393153499986994,rechts,92
665,0.003537705173893817,zuge,136
666,0.0028873917228103944,befand,111
667,0.003719792940197175,europäischen,143
668,0.006164971516270843,wirtschaft,237
669,0.010222927451031398,vertrag,393
670,0.0022110657336836355,zentrum,85
671,0.007153447961917644,england,275
672,0.0019509403532502667,spielt,75
673,0.015529485211872123,westlich,597
674,0.004448144005410608,gewesen,171
675,0.002991441874983742,leitung,115
676,0.005904846135837473,wenige,227
677,0.015945685820565512,östlich,613
678,0.013500507244491845,institut,519
679,0.008454074864084489,republik,325
680,0.000936451369560128,späteren,36
681,0.006190984054314179,ausgezeichnet,238
682,0.007829773951044403,länge,301
683,0.014827146684702027,spiele,570
684,0.003251567255417111,erreichen,125
685,0.0002601253804333689,raum,10
686,0.006607184663007569,regierung,254
687,0.007205473038004318,politische,277
688,0.004344093853237261,bisher,167
689,0.00543662045105741,entfernt,209
690,0.00543662045105741,klasse,209
691,0.0038498556304138593,folgen,148
692,0.0015347397445568765,macht,59
693,0.0036937804021538382,größte,142
694,0.00626902166844419,königreich,241
695,0.0004162006086933902,seiten,16
696,0.0010665140597768124,verbunden,41
697,0.014358920999921962,saint,552
698,0.011133366282548188,bayern,428
699,0.0018208776630335823,produktion,70
700,0.01688213719012564,fußballspieler,649
701,0.001144551673906823,fall,44
702,0.005124469994537367,neun,197
703,0.009520588923861302,spiel,366
704,0.008376037249954478,schweizer,322
705,0.010457040293421429,jean,402
706,0.00502041984236402,artikel,193
707,0.011601591967328252,fläche,446
708,0.0053325702988840625,ob,205
709,0.002991441874983742,weit,115
710,0.0017688525869469084,sogar,68
711,0.002549228728247015,hohe,98
712,0.0175584631792524,san,675
713,0.0031475171032437636,historischen,121
714,0.006503134510834222,sprache,250
715,0.004162006086933902,serie,160
716,0.015009234451005384,william,577
717,0.001196576749993497,dar,46
718,0.005566683141274094,gebaut,214
719,0.004005930858673881,besitzt,154
720,0.008818250396691206,leiter,339
721,0.0031735296412871003,daneben,122
722,0.0060088962880108215,wasser,231
723,0.006789272429310928,habe,261
724,0.0021330281195536247,aktiv,82
725,0.010066852222771375,george,387
726,0.002159040657596962,großer,83
727,0.012407980646671696,schriftsteller,477
728,0.004344093853237261,machen,167
729,0.019353328304242644,james,744
730,0.0042920687771505865,fanden,165
731,0.002393153499986994,enthält,92
732,0.010587102983638113,verkehr,407
733,0.0038758681684571963,zahlreichen,149
734,0.0014827146684702026,beteiligt,57
735,0.0011185391358634863,entwickelt,43
736,0.004604219233670629,viel,177
737,0.006086933902140832,abschluss,234
738,0.007751736336914393,josef,298
739,0.002575241266290352,hauptsächlich,99
740,0.006112946440184169,stil,235
741,0.0013526519782535182,stellen,52
742,0.0005982883749967485,hilfe,23
743,0.009390526233644617,andreas,361
744,0.006138958978227506,besitz,236
745,0.006086933902140832,zeitschrift,234
746,0.0036157427880238275,groß,139
747,0.0022110657336836355,vermutlich,85
748,0.002081003043466951,bald,80
749,0.017324350336862367,american,666
750,0.002783341570637047,wirken,107
751,0.008480087402127825,akademie,326
752,0.007049397809744297,rudolf,271
753,0.004188018624977239,dritte,161
754,0.0029134042608537315,deshalb,112
755,0.016569986733605598,olympischen,637
756,0.0010144889836901387,hintergrund,39
757,0.007309523190177665,van,281
758,0.004812319538017324,wuchs,185
759,0.012902218869495097,römisch,496
760,0.004812319538017324,berliner,185
761,0.01061311552168145,schauspieler,408
762,0.00985875191842468,bad,379
763,0.010144889836901386,beträgt,390
764,0.0025232161902036783,zweiter,97
765,0.0024191660380303306,brachte,93
766,0.0036157427880238275,jeder,139
767,0.014098795619488593,rang,542
768,0.005228520146710714,knapp,201
769,0.0024451785760736676,lebt,94
770,0.006659209739094243,keinen,256
771,0.0067112348151809175,anzahl,258
772,0.01027495252711807,insel,395
773,0.0056447207554041045,lebte,217
774,0.002393153499986994,gesamte,92
775,0.0032255547173737744,nord,124
776,0.011393491662981557,grenze,438
777,0.0007803761413001066,heraus,30
778,0.0017168275108602345,co,66
779,0.009806726842338007,polen,377
780,0.011419504201024893,bd,439
781,0.008844262934734542,charles,340
782,0.0017948651249902452,erfolgreich,69
783,0.005800795983664126,politischen,223
784,0.01061311552168145,werner,408
785,0.002783341570637047,einzelnen,107
786,0.0018989152771635928,jugend,73
787,0.00910438831516791,spieler,350
788,0.010092864760814713,ich,388
789,0.0019509403532502667,bestehen,75
790,0.002289103347813646,führen,88
791,0.003251567255417111,zeitpunkt,125
792,0.00811591186952111,baden,312
793,0.0015347397445568765,wohl,59
794,0.002991441874983742,ersetzt,115
795,0.003979918320630544,iv,153
796,0.002575241266290352,britischen,99
797,0.009754701766251333,sieg,375
798,0.0010405015217334755,jungen,40
799,0.0014827146684702026,zugleich,57
800,0.002965429336940405,folgten,114
801,0.001404677054340192,system,54
802,0.0038498556304138593,neues,148
803,0.0039018807065005334,quelle,150
804,0.005566683141274094,besten,214
805,0.00234112842390032,funktion,90
806,0.003537705173893817,müssen,136
807,0.004552194157583955,albert,175
808,0.008558125016257837,männer,329
809,0.0022370782717269725,trägt,86
810,0.01620581120099888,press,623
811,0.0063470592825742005,bildung,244
812,0.004708269385843977,at,181
813,0.0013526519782535182,geführt,52
